student_id,program_name,program_level,domain,eligibility,description,mode,duration,skills_learned,career_outcomes,min_degree_level,min_marks_general,min_marks_reserved,required_subjects,score,domain_match,subject_overlap,marks_margin,label
2,B.TECH. (ARTIFICIAL INTELLIGENCE),UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and the development of intelligent software solutions.",Regular,4 year,"['Algorithm design', 'Programming proficiency', 'Data structures', 'Machine learning', 'Computational thinking']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Developer', 'AI Researcher']",PreUG,,,[],0.087798804588264,1,0,0.0,
3,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.1745158635714901,0,0,0.0,
3,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.1592367854322476,0,0,0.0,
3,Certificate Course in AI and ML in Pharmaceutical Sciences,PG,Science,Candidates must have passed the Senior Secondary Examination (10+2) with at least 50% marks.,"This program focuses on applying Artificial Intelligence and Machine Learning techniques within the context of pharmaceutical sciences. It covers the integration of computational methods to solve complex problems in drug discovery, development, and pharmaceutical research. The curriculum emphasizes the intersection of data science and pharmaceutical knowledge.",Regular,6 Months,"['AI application', 'ML modeling', 'Pharmaceutical data analysis', 'Computational methods']","['AI pharmaceutical analyst', 'ML drug discovery specialist', 'Pharmaceutical data scientist', 'Bioinformatics researcher']",UG,50.0,,[],0.0905096071091127,0,0,19.59999999999999,
3,PG Diploma in Data Analytics,PG,Science,Requires a Bachelor's Degree with at least 50% marks in aggregate or equivalent examination recognized by M.D. University Rohtak.,"This program focuses on the principles and techniques of data analysis. It covers methods for collecting, processing, and interpreting large datasets to derive meaningful insights. The curriculum emphasizes statistical foundations and analytical tools relevant to data-driven decision-making.",Regular,1 year,"['Data analysis', 'Statistical methods', 'Data interpretation']","['Data analyst', 'Business intelligence specialist', 'Data visualization expert']",UG,50.0,,"['Data Analytics', 'Mathematics']",0.0891967628834335,0,0,19.59999999999999,
3,PG Diploma in Computational Biology,PG,Science,"Requires a Bachelor's Degree in Biological Sciences, Computer Science, or allied biological sciences, or equivalent examination recognized by State Universities of Haryana.","This program focuses on the intersection of biology and computation. It involves studying the mathematical and computational methods applied to biological systems and data. The curriculum covers bioinformatics, computational modeling, and biological data analysis.",Regular,1 year,"['Data analysis', 'Computational modeling', 'Bioinformatics', 'Statistical methods']","['Bioinformatics analyst', 'Computational biologist', 'Biomedical data scientist', 'Research assistant']",UG,,,"['Biological Sciences', 'Computer Science', 'Biology', 'Science']",0.0854050347540024,0,0,0.0,
3,M.Sc. (BIOINFORMATICS),PG,Science,Bachelor's degree in Biological Sciences or related fields is required.,"This program focuses on the intersection of biology and information technology. It involves studying computational methods and data analysis applied to biological systems. The curriculum covers bioinformatics principles, algorithms, and data interpretation in life sciences.",Regular,2 year,"['Data analysis', 'Bioinformatics tools', 'Computational modeling', 'Biological data interpretation']","['Bioinformatics analyst', 'Computational biologist', 'Biomedical informatics specialist', 'Data scientist in life sciences']",UG,,,"['Biological Sciences', 'BIOINFORMATICS', 'Science']",0.0812256564962754,0,0,0.0,
3,Master of Arts Economics,PG,Commerce,"Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks or equivalent examination recognized by M.D. University, Rohtak.","This program focuses on the theoretical and applied aspects of economic principles. It involves in-depth study of economic theories, policies, and analytical methods.",Open and Distance Learning Mode,2 year,"['Economic theory', 'Data analysis', 'Policy evaluation', 'Analytical thinking']","['Economic analyst', 'Policy researcher', 'Financial consultant', 'Economist']",UG,45.0,,[],0.0770541289181905,0,0,24.59999999999999,
4,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.1484263125437206,0,0,0.0,
4,PG Diploma in CyberLaw,PG,Law,"Requires a Bachelor's or Master's degree with at least 45% marks in aggregate or equivalent examination recognized by MDU, Rohtak.",This program focuses on the legal aspects of cyber activities and law. It covers the intersection of technology and legal frameworks relevant to digital environments. The curriculum aims to equip students with knowledge of cyber law principles and regulations.,Regular,1 year,"['Legal analysis', 'Cyber law principles', 'Regulatory compliance']","['Cyber law consultant', 'Legal compliance officer', 'Data privacy lawyer']",UG,45.0,,"['Law', 'CyberLaw']",0.1361319060929153,1,0,25.200000000000003,
4,PG Diploma in Cyber Law,PG,Law,"Requires a Bachelor's or Master's degree with at least 45% marks in aggregate or equivalent examination recognized by MDU, Rohtak.","This program focuses on the legal aspects of cyber activities and digital law. It covers the legal frameworks, regulations, and implications related to cyberspace and digital governance. The curriculum aims to equip students with knowledge of cyber law principles and practices.",Regular,1 year,"['Legal analysis', 'Cyber regulation', 'Digital governance']","['Cyber law consultant', 'Legal compliance officer', 'Data privacy lawyer']",UG,45.0,,[],0.1290486694537878,1,0,25.200000000000003,
4,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.1254087914271877,0,0,0.0,
4,PG Diploma in Criminology & Forensic Law,PG,Humanities,"Requires a Bachelor's or Master's degree with at least 45% marks in aggregate or equivalent examination recognized by MDU, Rohtak.","This program focuses on the study of criminal behavior, legal frameworks, and forensic principles. It provides an in-depth understanding of the legal and social aspects related to crime and justice systems.",Regular,1 year,"['Legal analysis', 'Forensic investigation', 'Criminological theory']","['Forensic analyst', 'Legal researcher', 'Law enforcement officer', 'Criminology consultant']",UG,45.0,,"['Criminology', 'Forensic Law', 'Law']",0.0931406489465228,0,0,25.200000000000003,
4,PG Diploma in Intellectual Property Rights,PG,Law,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks.,"This program focuses on the legal and administrative aspects of intellectual property rights. It covers the principles, laws, and procedures related to patents, trademarks, copyrights, and other forms of intellectual property.",Regular,1 year,"['Legal principles', 'IP law', 'Contract drafting', 'Research skills']","['IP legal assistant', 'Patent agent', 'Trademark attorney', 'IP consultant']",UG,45.0,,[],0.0798347560739789,1,0,25.200000000000003,
4,M.TECH (MECHANICAL ENGG. - MACHINE DESIGN),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and applications of machine design within the field of mechanical engineering. It involves studying the design, analysis, and optimization of mechanical systems and components.",Regular,2 year,"['Machine design', 'System analysis', 'Mechanical principles']","['Machine designer', 'Design engineer', 'Mechanical analyst']",UG,,,[],0.0787859532490447,0,0,0.0,
5,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.1340946667873863,0,0,0.0,
5,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.1254577339931818,0,0,0.0,
5,M.Sc. (ENV. BIOTECHNOLOGY),PG,Science,Requires a Bachelor's degree in any discipline of Science or a B.Tech. in Biotechnology/Environment Engineering with 50% aggregate marks.,This program focuses on the intersection of environmental science and biotechnology. It involves studying the biological and chemical processes related to environmental systems and applying biotechnological principles to solve environmental challenges.,Regular,2 year,"['Environmental analysis', 'Biotechnology principles', 'Scientific research', 'Data interpretation']","['Environmental consultant', 'Bioprocess development', 'Research analyst', 'Environmental scientist']",UG,50.0,,"['Biotechnology', 'Environment Engineering', 'Science']",0.1126392317475336,0,0,16.900000000000006,
5,M.Sc. (ENVIRONMENTAL SCIENCES),PG,Science,Requires a Bachelor's degree in any discipline of Science or a B.Tech. in Biotechnology/Environment Engineering with 50% aggregate marks.,"This program focuses on the study of environmental systems, processes, and the management of environmental issues. It involves in-depth exploration of ecological principles, pollution control, and sustainable resource management. The curriculum develops analytical and problem-solving skills related to environmental challenges.",Regular,2 year,"['Environmental analysis', 'Systems thinking', 'Pollution control', 'Resource management']","['Environmental consultant', 'Pollution control officer', 'Environmental analyst', 'Sustainability manager']",UG,50.0,,"['Science', 'Biotechnology', 'Environment Engineering', 'Environment Sciences']",0.0953243699778638,0,0,16.900000000000006,
5,Master of Arts Journalism & Mass Communication,PG,Humanities,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks.,This program focuses on the study of journalism and mass communication principles. It covers the theoretical foundations and practical applications of media and communication practices. The curriculum aims to develop critical understanding of communication processes and media functions.,Open and Distance Learning Mode,2 year,"['Media analysis', 'Communication theory', 'Content creation', 'Research skills']","['Journalist', 'Media producer', 'Communication specialist', 'Content writer']",UG,45.0,,[],0.0776048562358666,0,0,21.90000000000001,
5,Certificate Course in AI and ML in Pharmaceutical Sciences,PG,Science,Candidates must have passed the Senior Secondary Examination (10+2) with at least 50% marks.,"This program focuses on applying Artificial Intelligence and Machine Learning techniques within the context of pharmaceutical sciences. It covers the integration of computational methods to solve complex problems in drug discovery, development, and pharmaceutical research. The curriculum emphasizes the intersection of data science and pharmaceutical knowledge.",Regular,6 Months,"['AI application', 'ML modeling', 'Pharmaceutical data analysis', 'Computational methods']","['AI pharmaceutical analyst', 'ML drug discovery specialist', 'Pharmaceutical data scientist', 'Bioinformatics researcher']",UG,50.0,,[],0.0640707806589891,0,0,16.900000000000006,
5,M.SC.(BOTANY),PG,Science,Requires a Bachelor's degree in Botany or equivalent with specified subject combinations and minimum marks.,"This program focuses on advanced study in the field of Botany, encompassing theoretical knowledge and practical applications in plant sciences. It involves in-depth exploration of plant biology, ecology, and related biological processes.",Regular,2 year,"['Biological analysis', 'Plant physiology', 'Ecology principles', 'Biological research']","['Botanical researcher', 'Horticultural specialist', 'Environmental consultant', 'Agricultural scientist']",UG,,,"['Botany', 'Science']",0.0625152422687587,0,0,0.0,
6,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.1148582637479649,0,0,0.0,
6,MBA for Working Professional,PG,Management,No specific eligibility requirements were provided.,"This program focuses on applying management principles to the context of working professionals. It covers core business functions, strategic decision-making, and leadership skills relevant to the contemporary business environment.",Part Time,2 year,"['Business strategy', 'Financial analysis', 'Leadership skills', 'Project management']","['Business manager', 'Consultant', 'Operations executive', 'Marketing specialist']",UG,,,[],0.1136900280006949,1,0,0.0,
6,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.1089696638723579,0,0,0.0,
6,MCA,PG,Management,No specific eligibility requirements were provided.,"This program focuses on advanced concepts in management, information systems, and business processes. It provides a comprehensive understanding of organizational behavior, technology application, and strategic decision-making.",Regular,2 year,"['Systems analysis', 'Business strategy', 'Data management', 'Software development']","['Systems analyst', 'Business consultant', 'IT manager', 'Data scientist']",UG,,,[],0.104376830855795,1,0,0.0,
6,Master of Commerce (M.Com.),PG,Commerce,Requires a Bachelor's degree in relevant subjects with a minimum of 45% aggregate marks.,"This program focuses on advanced study in commerce, encompassing financial accounting, taxation, economics, and business management principles. It develops analytical skills necessary for understanding complex business environments and economic systems.",Open and Distance Learning Mode,2 year,"['Financial accounting', 'Economic analysis', 'Business management', 'Data interpretation']","['Accountant', 'Financial analyst', 'Business administrator', 'Management consultant']",UG,45.0,,"['Commerce', 'subjects']",0.0723688488263014,0,0,18.299999999999997,
6,Certificate Course in Research Methods in Social Sciences,PG,Humanities,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks.,"This course focuses on the methodologies and techniques essential for conducting research within the social sciences. It provides students with the foundational knowledge necessary to design, execute, and analyze social science research projects effectively.",Regular,6 Months,"['Research methodology', 'Data collection', 'Statistical analysis', 'Research design']","['Social science researcher', 'Research assistant', 'Data analyst', 'Research practitioner']",UG,45.0,,[],0.0713905473558411,0,0,18.299999999999997,
6,PG Diploma in Data Analytics,PG,Science,Requires a Bachelor's Degree with at least 50% marks in aggregate or equivalent examination recognized by M.D. University Rohtak.,"This program focuses on the principles and techniques of data analysis. It covers methods for collecting, processing, and interpreting large datasets to derive meaningful insights. The curriculum emphasizes statistical foundations and analytical tools relevant to data-driven decision-making.",Regular,1 year,"['Data analysis', 'Statistical methods', 'Data interpretation']","['Data analyst', 'Business intelligence specialist', 'Data visualization expert']",UG,50.0,,"['Data Analytics', 'Mathematics']",0.0704878624878469,0,0,13.299999999999995,
7,Ph.D (POLITICAL SCIENCE),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and empirical research within the field of political science. It involves in-depth study of political systems, governance, and social behavior.",Regular,,"['Research skills', 'Critical thinking', 'Theoretical analysis']","['Academic researcher', 'Policy analyst', 'Political consultant']",PG,,,[],0.1373021565501247,1,0,0.0,
7,Ph.D (CIVIL)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research and theoretical study within the field of Civil Engineering. It involves in-depth investigation into complex structural, material, and infrastructure problems.",Regular,,"['Research skills', 'Theoretical analysis', 'Problem-solving']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[],0.1090873187321759,0,0,0.0,
7,Ph.D (E.C.E)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of Electrical and Computer Engineering. It involves in-depth study of theoretical concepts, advanced problem-solving, and original research methodologies.",Regular,,"['Research skills', 'Problem solving', 'Theoretical analysis']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[],0.0933757135845718,0,0,0.0,
7,Ph.D (C.S.E)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of Computer Science and Engineering. It involves in-depth study of theoretical concepts, advanced algorithms, and novel problem-solving techniques.",Regular,,"['Research skills', 'Algorithm design', 'Problem solving', 'Theoretical analysis']","['Research scholar', 'Senior engineer', 'Academic researcher', 'Consultant']",PG,,,[],0.0885957656163459,0,0,0.0,
7,Ph.D (MECHANICAL ENGG.)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical knowledge, research methodologies, and specialized problem-solving within the field of mechanical engineering. It involves in-depth study of complex systems, material science, and design principles.",Regular,,"['Research skills', 'Problem solving', 'Theoretical analysis']","['Research scientist', 'Senior engineer', 'Academic researcher']",PG,,,[],0.0856384649632702,0,0,0.0,
7,Ph.D (Electrical Engg.)--UIET,PhD,Engineering,No specific eligibility requirements are provided.,This program focuses on advanced research and theoretical study within the field of Electrical Engineering. It involves in-depth investigation into complex electrical systems and theoretical principles.,Regular,,"['Research skills', 'Theoretical analysis', 'Problem-solving']","['Research scientist', 'Senior engineer', 'Academic researcher']",PG,,,[],0.0844936938830778,0,0,0.0,
7,Ph.D (CHEMISTRY),PhD,Science,No specific eligibility requirements are stated.,"This program focuses on advanced theoretical and experimental research within the field of Chemistry. It involves in-depth study of chemical principles, reaction mechanisms, and the development of new chemical knowledge.",Regular,,"['Research skills', 'Analytical thinking', 'Problem-solving']","['Research scientist', 'Academic researcher', 'Process development specialist']",PG,,,[],0.0843357774389488,0,0,0.0,
8,B.TECH (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and model development in the field of computer science.",Regular,4 year,"['Algorithm design', 'Data analysis', 'Programming proficiency', 'Model development']","['Machine Learning Engineer', 'AI Developer', 'Data Scientist', 'Software Developer']",PreUG,,,[],0.1394585586739931,0,0,0.0,
8,B.TECH. (ARTIFICIAL INTELLIGENCE),UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and the development of intelligent software solutions.",Regular,4 year,"['Algorithm design', 'Programming proficiency', 'Data structures', 'Machine learning', 'Computational thinking']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Developer', 'AI Researcher']",PreUG,,,[],0.131940877861195,0,0,0.0,
8,B.TECH -ARTIFICIAL INTELLIGENCE & DATA SCIENCE,UG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It covers the mathematical, statistical, and computational methods required to analyze complex data and develop intelligent systems. The curriculum emphasizes machine learning, algorithms, and data-driven decision making.",Regular,4 year,"['Data analysis', 'Machine learning', 'Programming skills', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",PreUG,,,[],0.1278647388257333,0,0,0.0,
8,B.TECH (CSE-ARTIFI. INTELLIGEN. & MACHINE LEARNING ENGINEERING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles of computer science, artificial intelligence, and machine learning. It involves studying algorithms, data structures, and the application of computational methods to solve complex problems. The curriculum emphasizes theoretical foundations and practical implementation in these advanced fields.",Regular,4 year,"['Programming skills', 'Algorithm design', 'Machine learning', 'Data analysis', 'Software development']","['Machine learning engineer', 'AI developer', 'Software architect', 'Data scientist', 'Algorithm designer']",PreUG,,,[],0.121665008396497,0,0,0.0,
8,B.TECH - ROBOTICS & ARTIFICIAL INTELLIGENCE,UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the principles and applications of robotics and artificial intelligence. It involves studying the mathematical, computational, and engineering foundations required to design and develop intelligent systems.",Regular,4 year,"['Programming skills', 'Algorithm design', 'System modeling', 'Machine learning', 'Robotics operation']","['AI Developer', 'Robotics Engineer', 'Machine Learning Specialist', 'Software Developer']",PreUG,,,[],0.1169594855999822,0,0,0.0,
